"","date","IsDustyDay"
"171",20190616,0
"172",20190615,0
"173",20190614,0
"174",20190613,0
"175",20190612,0
"176",20190611,0
"177",20190610,0
"178",20190609,0
"179",20190608,0
"180",20190607,0
"181",20190606,1
"182",20190605,1
"183",20190604,0
"184",20190603,0
"185",20190602,0
"186",20190601,0
"187",20190531,0
"188",20190530,0
"189",20190529,0
"190",20190528,0
"191",20190527,0
"192",20190526,0
"193",20190525,1
"194",20190524,1
"195",20190523,1
"196",20190522,1
"197",20190521,1
"198",20190520,0
"199",20190519,0
"200",20190518,0
"201",20190517,1
"202",20190516,1
"203",20190515,1
"204",20190514,0
"205",20190513,1
"206",20190512,1
"207",20190511,1
"208",20190510,1
"209",20190509,0
"210",20190508,1
"211",20190507,0
"212",20190506,0
"213",20190505,1
"214",20190504,1
"215",20190503,1
"216",20190502,1
"217",20190501,1
"218",20190430,0
"219",20190429,0
"220",20190428,0
"221",20190427,0
"222",20190426,0
"223",20190425,0
"224",20190424,1
"225",20190423,1
"226",20190422,1
"227",20190421,0
"228",20190420,0
"229",20190419,0
"230",20190418,0
"231",20190417,0
"232",20190416,0
"233",20190415,1
"234",20190414,0
"235",20190413,0
"236",20190412,0
"237",20190411,0
"238",20190410,0
"239",20190409,0
"240",20190408,0
"241",20190407,0
"242",20190406,1
"243",20190405,1
"244",20190404,0
"245",20190403,0
"246",20190402,0
"247",20190401,0
"248",20190331,0
"249",20190330,0
"250",20190329,0
"251",20190328,1
"252",20190327,1
"253",20190326,1
"254",20190325,0
"255",20190324,0
"256",20190323,0
"257",20190322,0
"258",20190321,0
"259",20190320,1
"260",20190319,1
"261",20190318,0
"262",20190315,1
"263",20190314,0
"264",20190308,1
"265",20190307,1
"266",20190306,1
"267",20190305,1
"268",20190304,1
"269",20190303,1
"270",20190302,1
"271",20190301,1
"272",20190228,1
"273",20190227,1
"274",20190226,1
"275",20190225,1
"276",20190224,1
"277",20190223,1
"278",20190222,1
"279",20190221,1
"280",20190220,1
"281",20190219,0
"282",20190218,0
"283",20190217,0
"284",20190216,1
"285",20190215,0
"286",20190214,0
"287",20190213,0
"288",20190212,1
"289",20190211,0
"290",20190210,0
"291",20190209,0
"292",20190208,0
"293",20190207,1
"294",20190206,1
"295",20190205,1
"296",20190204,1
"297",20190203,0
"298",20190202,1
"299",20190201,0
"300",20190131,1
"301",20190130,1
"302",20190129,1
"303",20190128,1
"304",20190127,0
"305",20190126,0
"306",20190125,0
"307",20190124,0
"308",20190123,1
"309",20190122,1
"310",20190121,0
"311",20190120,1
"312",20190119,1
"313",20190118,1
"314",20190117,0
"315",20190116,0
"316",20190115,1
"317",20190114,1
"318",20190113,1
"319",20190112,1
"320",20190111,1
"321",20190110,1
"322",20190109,0
"323",20190108,0
"324",20190107,1
"325",20190106,1
"326",20190105,1
"327",20190104,1
"328",20190103,0
"329",20190102,0
"330",20190101,0
"331",20181231,0
"332",20181230,0
"333",20181229,0
"334",20181228,0
"335",20181227,0
"336",20181226,1
"337",20181225,0
"338",20181224,0
"339",20181223,1
"340",20181222,1
"341",20181221,1
"342",20181220,1
"343",20181219,1
"344",20181218,0
"345",20181217,1
"346",20181216,1
"347",20181215,1
"348",20181214,0
"349",20181213,0
"350",20181212,0
"351",20181211,0
"352",20181210,0
"353",20181209,0
"354",20181208,0
"355",20181207,0
"356",20181206,0
"357",20181205,0
